Features,Mean_F1,Std_F1
5,0.9794081462372184,0.013188199809021164
10,0.9874077290490664,0.010286435167927786
15,0.9875814155449415,0.010144689082197001
20,0.9918367346938777,0.00999791731748237
25,0.9959183673469388,0.008163265306122458
30,0.9959183673469388,0.008163265306122458
35,0.9959183673469388,0.008163265306122458
40,0.9959183673469388,0.008163265306122458
45,0.9959183673469388,0.008163265306122458
50,0.9959183673469388,0.008163265306122458
